Name,Team,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,WAR,OPS+,PA_scaled,Num,BIP%,PutAway%,HR_scaled,R_scaled,RBI_scaled,Num_Ordi,Team_Ordi,CPBL
Freddie Freeman,LAD,12.2,15.7,0.194,0.306,0.282,0.378,0.476,0.365,136.0,-1.5,25.8,3.9,123.79624564271037,3.9382716049382718,,74.51589935445729,30.487038142470343,20.689655172413794,76.17554858934169,83.69905956112852,11.0,15.0,0
Riley Greene,DET,11.0,26.700000000000003,0.217,0.329,0.262,0.348,0.479,0.355,134.0,-0.2,22.4,3.9,115.378892610022,3.6049382716049383,,65.0805814322344,42.73153869930427,24.65753424657534,84.24657534246575,76.02739726027397,46.0,11.0,0
Jackson Chourio,MIL,6.800000000000001,21.099999999999998,0.189,0.32,0.275,0.327,0.464,0.339,118.0,4.0,16.3,3.9,105.56826958977284,3.537037037037037,,72.10732213822959,42.1306710525564,21.98952879581152,83.7696335078534,82.72251308900523,31.0,17.0,0
Nico Hoerner,CHC,6.9,10.299999999999999,0.1,0.297,0.273,0.335,0.373,0.313,102.0,4.999999999999999,6.4,3.9,87.14350958313722,3.95679012345679,,82.1319026225044,24.174107813507234,6.5522620904836195,80.49921996879876,44.92979719188767,1.0,6.0,0
Jose Altuve,HOU,6.9,17.4,0.145,0.337,0.295,0.35,0.439,0.344,127.0,-0.7,20.1,3.9,106.81985411540484,4.209876543209877,,69.95455752483376,34.27432715948665,17.59530791788856,82.69794721407625,57.18475073313783,51.0,12.0,0
Trea Turner,PHI,5.0,18.2,0.174,0.331,0.295,0.338,0.469,0.349,123.0,2.6,17.3,3.9,110.0524512557902,3.3271604938271606,,71.27279270638734,41.64686452995272,23.376623376623378,97.95918367346938,69.01669758812616,51.0,22.0,0
Eugenio Su獺rez,ARI,7.7,27.500000000000004,0.214,0.309,0.256,0.319,0.469,0.337,115.0,-1.1,10.7,3.8,104.28607479093559,3.950617283950617,,57.13361681963194,50.46835700078375,28.125,84.375,94.6875,46.0,1.0,0
Colton Cowser,BAL,9.3,30.7,0.204,0.317,0.242,0.321,0.447,0.331,119.0,1.1,13.1,3.8,99.85174776723143,3.462962962962963,,57.00271496130813,58.44602809803231,25.668449197860962,82.3529411764706,73.79679144385027,6.0,4.0,0
Ezequiel Tovar,COL,3.3000000000000007,28.799999999999997,0.2,0.344,0.269,0.295,0.469,0.324,94.0,0.10000000000000003,-4.6,3.7,97.00223083532981,4.290123456790123,,55.84421610209269,48.75979195934882,22.446043165467625,71.65467625899281,67.33812949640287,52.0,10.0,0
Masyn Winn,STL,6.4,17.1,0.148,0.303,0.267,0.314,0.416,0.315,104.0,2.2,5.099999999999999,3.6,90.62362352471858,3.932098765432099,,70.25485869430115,34.643711153613474,14.128728414442698,80.06279434850863,53.68916797488226,31.0,27.0,0
Oneil Cruz,PIT,8.5,30.2,0.19,0.347,0.259,0.324,0.449,0.331,110.0,5.2,12.7,3.6,101.22052953622801,3.697530864197531,,57.48293229664825,57.744606471612606,21.035058430717864,72.12020033388981,76.12687813021702,52.0,23.0,0
Brenton Doyle,COL,7.6,25.4,0.186,0.316,0.26,0.317,0.446,0.328,97.0,5.4,3.0,3.6,98.40862313735752,3.7222222222222223,,59.3986086681024,47.41051720140438,22.885572139303484,81.59203980099502,71.64179104477611,52.0,10.0,0
Ian Happ,CHC,12.2,25.6,0.199,0.299,0.243,0.341,0.441,0.341,121.0,1.3,17.5,3.6,104.54671390659857,4.055555555555555,,59.77559287340651,48.637428935540065,22.831050228310502,81.27853881278538,78.53881278538813,46.0,6.0,0
Zach Neto,LAA,6.5,23.3,0.194,0.295,0.249,0.318,0.443,0.33,115.0,1.8,12.0,3.5,98.02466472368894,3.7160493827160495,,68.10020742084131,43.16536035387064,22.92358803986711,69.76744186046511,76.74418604651163,52.0,14.0,0
Manny Machado,SDP,7.000000000000001,19.3,0.197,0.302,0.275,0.325,0.472,0.34,122.0,-0.4,16.3,3.5,106.79448769165587,3.9691358024691357,,63.26549304412794,33.27104669117928,27.060653188180403,71.85069984447901,97.97822706065318,31.0,24.0,0
Anthony Volpe,NYY,6.1,22.6,0.121,0.303,0.243,0.293,0.364,0.287,87.0,4.999999999999999,-5.0,3.5,72.33442692537065,4.253086419753086,,63.778582808203105,42.04231067690027,10.449927431059507,78.3744557329463,52.249637155297535,31.0,20.0,0
Seiya Suzuki,CHC,10.8,27.400000000000002,0.199,0.37,0.283,0.366,0.482,0.365,137.0,-0.8,24.9,3.5,121.5292274885451,3.611111111111111,,63.49830047875777,49.84481737094414,21.53846153846154,75.8974358974359,74.87179487179488,21.0,6.0,0
Alec Bohm,PHI,6.6000000000000005,14.2,0.168,0.305,0.28,0.332,0.448,0.335,113.0,-2.6,7.1,3.4,103.419326884157,3.740740740740741,,75.06140041512933,33.139790983101264,14.851485148514852,61.386138613861384,96.03960396039604,11.0,22.0,0
Teoscar Hern獺ndez,LAD,8.1,28.799999999999997,0.229,0.344,0.272,0.339,0.501,0.36,132.0,0.6000000000000001,25.6,3.4,117.68876514667453,4.0246913580246915,,57.21707399417822,50.13336783034198,30.368098159509202,77.30061349693251,91.1042944785276,46.0,15.0,0
Isaac Paredes,2 Tms,11.899999999999999,16.400000000000002,0.155,0.259,0.238,0.346,0.393,0.327,116.0,-0.8,11.1,3.4,95.06495080824865,3.95679012345679,,69.910413468214,38.110792156577126,17.784711388455538,59.90639625585023,74.88299531981279,54.0,0.0,0
Kyle Schwarber,PHI,15.299999999999999,28.499999999999996,0.237,0.301,0.248,0.366,0.485,0.366,134.0,-2.4,25.7,3.3,122.21667940036394,4.271604938271605,,55.901917501790294,56.379407270525235,32.947976878612714,95.3757225433526,90.17341040462428,46.0,22.0,0
Salvador Perez,KCR,6.7,19.8,0.185,0.302,0.271,0.33,0.456,0.335,117.0,-5.6000000000000005,6.7,3.2,104.64554498604004,4.0246913580246915,,70.35868810191033,36.634449641547285,24.846625766871167,53.374233128834355,95.70552147239263,52.0,13.0,0
Anthony Santander,BAL,8.7,19.400000000000002,0.271,0.225,0.235,0.308,0.506,0.345,128.0,-2.7,18.8,3.2,109.42621989038174,4.104938271604938,,68.57322846890868,36.419041594859706,39.69924812030075,82.10526315789474,92.03007518796993,46.0,4.0,0
JJ Bleday,OAK,10.4,19.5,0.194,0.279,0.243,0.324,0.437,0.33,120.0,-2.6,12.1,3.2,98.47072188895271,3.962962962962963,,68.81343232225841,41.407114131829324,18.69158878504673,69.1588785046729,56.074766355140184,52.0,21.0,0
Joey Ortiz,MIL,11.0,20.200000000000003,0.159,0.283,0.239,0.329,0.398,0.319,105.0,-0.2,2.6999999999999993,3.2,91.05131452605929,3.154320987654321,,64.86099652583093,44.16772776969742,12.915851272015656,68.10176125244618,70.45009784735812,14.0,17.0,0
Nolan Arenado,STL,6.9,14.499999999999998,0.123,0.296,0.272,0.325,0.394,0.314,103.0,-2.1,-0.09999999999999964,3.2,88.92073798436655,3.919753086419753,,67.48853668486166,29.235392751014587,15.118110236220472,66.14173228346456,67.08661417322834,2.0,27.0,0
Brendan Donovan,STL,7.199999999999999,12.4,0.14,0.3,0.278,0.342,0.417,0.332,115.0,-1.8,10.0,3.2,99.35059211019825,4.0246913580246915,,81.76810634309605,26.18213189981559,12.883435582822086,59.8159509202454,67.17791411042944,2.0,27.0,0
Daulton Varsho,TOR,9.4,26.700000000000003,0.194,0.262,0.214,0.293,0.407,0.304,99.0,1.6000000000000003,0.8000000000000007,3.1,82.18790432810708,3.1666666666666665,,60.35069409322624,49.1491208404111,21.05263157894737,85.38011695906432,67.83625730994152,39.0,30.0,0
Wyatt Langford,TEX,9.2,20.599999999999998,0.162,0.296,0.253,0.325,0.415,0.321,111.0,4.4,11.6,3.1,93.7329013670983,3.4382716049382718,,67.89470178342528,41.15494123622265,17.235188509874327,79.71274685816876,79.71274685816876,52.0,29.0,0
Tyler Stephenson,CIN,9.3,22.7,0.186,0.307,0.258,0.338,0.444,0.339,113.0,-3.4,4.6,3.1,104.32368532396667,3.1790123456790123,,60.76214922171021,40.90484487596722,22.135922330097088,80.3883495145631,76.89320388349515,11.0,8.0,0
Christian Walker,ARI,10.0,24.099999999999998,0.217,0.287,0.251,0.335,0.468,0.343,120.0,-3.2,9.7,3.1,108.91282012406656,3.4074074074074074,,64.68252416474033,47.013348295618364,28.26086956521739,78.26086956521739,91.30434782608695,46.0,1.0,0
Luis Garc穩a Jr.,WSN,5.1,16.3,0.162,0.31,0.282,0.318,0.444,0.328,110.0,0.5,7.0,3.0,98.25381536096187,3.259259259259259,,77.03346915877157,29.103569002803482,20.454545454545453,65.9090909090909,79.54545454545455,41.0,31.0,0
Yainer Diaz,HOU,3.900000000000001,17.299999999999997,0.142,0.338,0.299,0.325,0.441,0.329,116.0,-1.6,9.7,3.0,99.69081793619475,3.8209876543209877,,70.66680012449214,29.979219131806317,15.508885298869144,67.8513731825525,81.42164781906301,2.0,12.0,0
Nathaniel Lowe,TEX,12.6,22.1,0.136,0.324,0.265,0.361,0.401,0.337,123.0,-0.8,13.8,2.9,101.45055837868577,3.4876543209876543,,61.61138902450021,40.85249691073271,16.991150442477878,65.84070796460178,73.27433628318585,11.0,29.0,0
Carlos Santana,MIN,10.9,16.7,0.182,0.252,0.238,0.328,0.42,0.326,113.0,-1.0,7.8,2.9,95.7891350479137,3.6666666666666665,,72.78232062311892,32.57554263712462,23.232323232323232,63.63636363636363,71.71717171717172,1.0,18.0,0
Willi Castro,MIN,8.0,23.599999999999998,0.138,0.315,0.247,0.331,0.385,0.317,106.0,-0.6,3.999999999999999,2.9,88.67934323781155,3.919753086419753,,65.87304134768412,42.93712605952643,11.338582677165354,84.09448818897638,56.69291338582677,31.0,18.0,0
Josh Smith,TEX,7.8,20.4,0.136,0.311,0.258,0.337,0.394,0.323,112.0,-0.6,7.8,2.9,92.56265996216943,3.654320987654321,,66.55874806051898,39.19944732907518,13.175675675675675,67.9054054054054,62.83783783783784,31.0,29.0,0
Jonathan India,CIN,12.6,19.6,0.144,0.293,0.248,0.357,0.392,0.333,109.0,0.0,6.8,2.9,98.17422865062835,3.932098765432099,,71.41519415838047,36.926867225807044,14.128728414442698,79.12087912087912,54.631083202511775,54.0,8.0,0
Taylor Ward,LAA,9.5,24.6,0.179,0.294,0.246,0.323,0.426,0.325,112.0,-2.6,6.3,2.8,95.64657138080015,4.092592592592593,,62.9254841123526,43.1211630141338,22.624434389140273,66.0633484162896,67.87330316742081,52.0,14.0,0
Brandon Nimmo,NYM,11.600000000000001,23.799999999999997,0.175,0.267,0.224,0.327,0.399,0.321,108.0,2.5000000000000004,9.1,2.8,90.67347816703173,4.092592592592593,,67.04269611259701,43.13872595055701,20.81447963800905,79.63800904977376,81.44796380090497,31.0,19.0,0
Andr矇s Gim矇nez,CLE,4.1000000000000005,15.299999999999999,0.087,0.286,0.252,0.298,0.34,0.281,83.0,2.2,-9.899999999999995,2.8,68.35227912157129,3.9074074074074074,,74.04027022748357,37.06525919075653,8.530805687203792,60.66350710900474,59.71563981042654,42.0,9.0,0
Jeremy Pe簽a,HOU,3.8,17.1,0.128,0.301,0.266,0.308,0.394,0.305,99.0,2.2,1.5,2.7,83.76134851581244,4.012345679012346,,67.37576046502669,33.19874248019188,13.846153846153847,72.0,64.61538461538461,31.0,12.0,0
Adley Rutschman,BAL,9.1,16.1,0.14,0.272,0.25,0.318,0.391,0.309,103.0,-3.0,-1.0,2.7,86.10883158549605,3.9382716049382718,,70.8316783168297,32.0639822139061,17.86833855799373,63.94984326018809,74.29467084639498,31.0,4.0,0
Jacob Young,WSN,5.800000000000001,19.6,0.075,0.321,0.256,0.316,0.331,0.29,84.0,4.3,-5.5,2.7,71.75280635281915,3.2160493827160495,,66.42192314983278,38.62731437870379,3.454894433781188,86.37236084452975,41.45873320537428,41.0,31.0,0
Matt Olson,ATL,10.4,24.8,0.21,0.293,0.247,0.333,0.457,0.339,117.0,-3.6,10.6,2.6,105.78517611776368,4.228395061728395,,65.60128589930491,52.25029893083541,25.401459854014597,68.32116788321167,85.83941605839416,52.0,3.0,0
Will Smith,LAD,9.4,19.3,0.185,0.273,0.248,0.327,0.433,0.326,109.0,-1.2,4.7,2.6,98.46459983431168,3.3580246913580245,,71.65621256896094,35.9734404303935,22.058823529411764,84.92647058823529,82.72058823529412,1.0,15.0,0
Brice Turang,MIL,8.1,17.0,0.095,0.3,0.254,0.316,0.349,0.294,88.0,7.300000000000001,-1.4999999999999982,2.6,75.87751782373206,3.8209876543209877,,72.49211637587341,35.49559921599952,6.78513731825525,69.78998384491115,55.25040387722132,54.0,17.0,0
Matt Vierling,DET,7.199999999999999,21.3,0.166,0.303,0.257,0.312,0.423,0.317,107.0,2.8,7.3,2.3,91.62069098932868,3.5,,64.8302127630398,42.269490722908735,16.93121693121693,84.65608465608466,60.317460317460316,52.0,11.0,0
Heliot Ramos,SFG,7.1,26.1,0.2,0.329,0.269,0.322,0.469,0.339,120.0,-0.6,11.6,2.3,105.19655528538632,3.197530864197531,,58.34443361548911,48.8649600788875,25.482625482625483,62.54826254826255,83.3976833976834,52.0,26.0,0
Josh Naylor,CLE,9.2,16.6,0.213,0.246,0.243,0.32,0.456,0.332,118.0,-2.5,10.8,2.3,101.61061000453762,3.9074074074074074,,73.71333573424599,29.66932081499001,29.38388625592417,79.62085308056872,102.3696682464455,1.0,9.0,0
Michael Busch,CHC,11.1,28.599999999999998,0.192,0.322,0.248,0.335,0.44,0.336,118.0,-1.6,10.3,2.2,102.49660228042421,3.5,,57.35541045970568,53.20529449837975,22.22222222222222,77.24867724867725,68.78306878306879,18.0,6.0,0
Bryan Reynolds,PIT,8.200000000000001,22.5,0.172,0.33,0.275,0.344,0.447,0.343,118.0,1.0,16.1,2.2,106.83209822468696,4.271604938271605,,61.70711076579066,37.75192442581771,20.809248554913296,63.29479768786127,76.30057803468208,52.0,23.0,0
Logan O'Hoppe,LAA,6.3,29.7,0.165,0.318,0.244,0.303,0.409,0.311,102.0,-4.7,-3.8000000000000007,2.1,85.68114058415534,3.2222222222222223,,57.792957732087885,54.49293668820556,22.988505747126435,73.5632183908046,64.36781609195403,5.0,14.0,0
Lourdes Gurriel Jr.,ARI,5.2,18.3,0.156,0.313,0.279,0.322,0.435,0.327,108.0,-0.7,4.8,2.1,97.40543361810636,3.4135802469135803,,64.50687875766135,37.70450940032872,19.529837251356238,78.11934900542495,81.374321880651,52.0,1.0,0
Cody Bellinger,CHC,7.9,15.6,0.161,0.287,0.266,0.325,0.426,0.322,108.0,1.4,6.7,2.1,96.25355837710063,3.5123456790123457,,71.22884486406099,29.587508700854674,18.98066783831283,75.92267135325132,82.24956063268893,21.0,6.0,0
Jake Cronenworth,SDP,9.3,18.0,0.149,0.274,0.241,0.324,0.39,0.315,105.0,0.10000000000000003,3.999999999999999,2.1,87.70064193712454,4.049382716049383,,69.87611703913922,38.28183204684562,15.548780487804878,65.85365853658537,75.91463414634147,31.0,24.0,0
Pete Alonso,NYM,10.100000000000001,24.7,0.219,0.276,0.24,0.329,0.459,0.34,121.0,-4.2,13.5,2.1,105.02950339970863,4.290123456790123,,58.370392007292814,39.785052713059876,29.35251798561151,78.56115107913669,75.97122302158273,46.0,19.0,0
Randy Arozarena,2 Tms,11.3,26.1,0.169,0.275,0.219,0.332,0.388,0.32,114.0,-1.1,9.4,2.0,89.6702886477806,4.0,,67.06288930736909,51.25689839584544,18.51851851851852,71.29629629629629,55.55555555555556,31.0,0.0,0
Shea Langeliers,OAK,7.7,27.200000000000003,0.226,0.252,0.224,0.288,0.45,0.315,109.0,-2.7999999999999994,3.0,2.0,90.5239142400923,3.2962962962962963,,57.74954211644503,49.26384656735705,32.58426966292135,65.1685393258427,89.88764044943821,6.0,21.0,0
Jake Meyers,HOU,6.800000000000001,22.8,0.141,0.263,0.219,0.286,0.36,0.285,85.0,2.2,-6.699999999999999,1.9,69.29336988922721,3.1666666666666665,,62.102284817211725,40.47311919970104,15.2046783625731,59.64912280701754,71.34502923976608,39.0,12.0,0
Yandy D穩az,TBR,8.1,15.299999999999999,0.133,0.314,0.281,0.341,0.414,0.331,120.0,-3.6,10.8,1.9,98.35964670022919,3.8333333333333335,,70.25304980005164,28.088648438693866,13.526570048309178,53.14009661835749,62.80193236714976,2.0,28.0,0
Ryan McMahon,COL,10.7,28.7,0.155,0.32,0.242,0.325,0.397,0.315,88.0,-2.7,-11.7,1.9,89.60818989618538,3.9814814814814814,,59.21288020899111,56.871617317896366,18.6046511627907,63.25581395348837,60.46511627906977,31.0,10.0,0
CJ Abrams,WSN,6.6000000000000005,21.3,0.187,0.285,0.246,0.314,0.433,0.322,106.0,1.6000000000000003,6.1,1.9,94.51918435835856,3.7160493827160495,,65.51692001058564,36.383537355717976,19.93355481727575,78.7375415282392,64.78405315614619,52.0,31.0,0
Gleyber Torres,NYY,9.8,20.5,0.121,0.306,0.257,0.33,0.378,0.313,105.0,-4.6,-0.6999999999999993,1.8,86.7717952787507,4.104938271604938,,67.06729003734287,36.906569784826885,13.533834586466165,72.18045112781955,56.8421052631579,31.0,20.0,0
Bryson Stott,PHI,9.3,16.3,0.111,0.275,0.245,0.315,0.356,0.296,87.0,4.6,-4.299999999999999,1.8,77.1780787864924,3.5246913580246915,,66.09066545586306,31.308947165163556,11.558669001751314,68.30122591943957,59.89492119089317,12.0,22.0,0
Colt Keith,DET,6.5,19.8,0.12,0.306,0.26,0.309,0.38,0.301,95.0,0.3,-2.5999999999999996,1.7,80.85673309214152,3.432098765432099,,62.973340865694695,38.93207602654585,14.028776978417266,58.273381294964025,65.8273381294964,31.0,11.0,0
Jes繳s S獺nchez,MIA,7.6,26.1,0.166,0.315,0.252,0.313,0.417,0.317,101.0,0.7,1.5999999999999996,1.6,90.54928066384127,3.314814814814815,,59.960426217847015,48.417263831292765,20.11173184357542,67.0391061452514,71.50837988826815,52.0,16.0,0
Spencer Steer,CIN,11.0,20.9,0.178,0.26,0.225,0.319,0.402,0.316,98.0,4.5,2.6999999999999993,1.6,88.93298209364863,4.049382716049383,,69.58515707755798,36.77593204232601,18.29268292682927,67.6829268292683,84.14634146341463,31.0,8.0,0
Sal Frelick,MIL,7.3999999999999995,14.899999999999999,0.076,0.306,0.259,0.32,0.335,0.292,87.0,3.3,-5.100000000000001,1.4999999999999998,73.88338289451188,3.234567901234568,,77.83596859854684,29.82977658609737,2.2900763358778633,75.57251908396947,36.6412213740458,7.0,17.0,0
Vinnie Pasquantino,KCR,7.199999999999999,12.8,0.183,0.265,0.262,0.315,0.446,0.325,109.0,-1.4000000000000001,4.4,1.4999999999999998,97.80163614105703,3.419753086419753,,72.33973751693455,25.33671046671664,20.577617328519857,69.31407942238268,105.05415162454874,1.0,13.0,0
Ryan Mountcastle,BAL,5.3,22.5,0.154,0.327,0.271,0.308,0.425,0.316,107.0,-0.8,3.5,1.4,90.86501827127358,3.1296296296296298,,65.91181779556436,40.61703763602988,15.384615384615387,63.905325443786985,74.55621301775147,52.0,4.0,0
Jake Burger,MIA,5.4,25.900000000000002,0.209,0.292,0.25,0.301,0.46,0.325,107.0,-0.7,4.2,1.4,96.76083608877481,3.574074074074074,,64.9169307370525,47.480059808824734,30.05181347150259,70.46632124352331,78.75647668393782,52.0,16.0,0
Zack Gelof,OAK,6.9,34.4,0.151,0.296,0.211,0.27,0.362,0.276,82.0,4.3,-6.899999999999999,1.4,64.89577519336925,3.376543209876543,,51.275227049634935,62.265298154394486,18.647166361974406,65.81352833638026,53.747714808043874,34.0,21.0,0
Jesse Winker,2 Tms,12.4,20.9,0.151,0.304,0.253,0.36,0.405,0.338,118.0,-2.7999999999999994,7.9,1.4,102.06366742962732,3.1358024691358026,,70.20425218339182,38.33821999878238,16.53543307086614,74.40944881889764,68.50393700787401,11.0,0.0,0
Lane Thomas,2 Tms,8.3,25.900000000000002,0.163,0.298,0.237,0.309,0.4,0.309,99.0,4.0,3.4000000000000004,1.4,85.43974583760034,3.259259259259259,,58.28700683117375,46.558464389000186,17.045454545454547,73.86363636363636,71.5909090909091,31.0,0.0,0
Maikel Garcia,KCR,6.7,16.5,0.101,0.268,0.231,0.281,0.332,0.27,71.0,8.1,-12.8,1.2,61.35968455483369,3.8641975308641974,,76.96868302496424,32.8131704345841,6.7092651757188495,80.5111821086262,55.59105431309904,42.0,13.0,0
Leody Taveras,TEX,7.9,21.2,0.123,0.272,0.229,0.289,0.352,0.282,84.0,1.6000000000000003,-8.2,1.2,68.37064528549439,3.265432098765432,,69.76142777970733,46.4997502293965,13.610586011342157,66.91871455576559,49.9054820415879,39.0,29.0,0
Justin Turner,2 Tms,10.9,17.599999999999998,0.124,0.299,0.259,0.354,0.383,0.327,116.0,-4.5,5.6,1.2,95.20139242072116,3.3271604938271606,,75.95220052059136,40.44698392644977,12.244897959183673,65.67717996289424,61.224489795918366,21.0,0.0,0
Paul Goldschmidt,STL,7.199999999999999,26.5,0.169,0.308,0.245,0.302,0.414,0.31,100.0,-0.10000000000000003,0.0,1.2,86.52340027236983,4.037037037037037,,61.24560123556991,51.01883203074616,20.18348623853211,64.22018348623853,59.63302752293578,31.0,27.0,0
Luis Arraez,2 Tms,3.5999999999999996,4.300000000000001,0.078,0.324,0.314,0.346,0.392,0.323,109.0,-1.0,6.4,1.1,94.8358001709757,4.148148148148148,,83.78130560162774,12.482657377309163,3.571428571428573,74.10714285714286,41.07142857142857,1.0,0.0,0
Jorge Soler,2 Tms,11.799999999999999,24.6,0.201,0.293,0.241,0.338,0.442,0.34,120.0,-4.4,9.0,1.1,103.86538404942081,3.54320987654321,,67.25855699493265,41.91323140898834,21.951219512195124,87.8048780487805,66.89895470383276,11.0,0.0,0
George Springer,TOR,9.8,18.7,0.15,0.245,0.22,0.303,0.371,0.298,94.0,3.4,-0.3999999999999986,1.1,76.97341636778363,3.7901234567901234,,68.30723119627687,35.012056935599226,18.566775244299674,72.31270358306189,54.72312703583062,58.0,30.0,0
Ceddanne Rafaela,BOS,2.5999999999999996,26.400000000000002,0.143,0.312,0.246,0.274,0.39,0.286,81.0,0.6000000000000001,-11.899999999999999,1.0,72.52596702961252,3.5246913580246915,,59.090206776793835,46.60544734531888,15.761821366024519,73.55516637478108,78.80910683012259,5.0,5.0,0
Orlando Arcia,ATL,6.800000000000001,21.3,0.136,0.249,0.218,0.271,0.354,0.273,72.0,-1.1,-20.9,0.8000000000000003,63.366063593335966,3.7160493827160495,,68.358492619993,40.71596778997219,16.943521594684384,49.83388704318937,45.84717607973422,39.0,3.0,0
Brendan Rodgers,COL,5.800000000000001,24.5,0.14,0.338,0.267,0.314,0.407,0.314,87.0,-0.9,-9.200000000000003,0.8000000000000003,88.56126778926212,3.3271604938271606,,65.13475665832951,48.198427047684035,14.471243042671615,74.58256029684601,60.111317254174395,31.0,10.0,0
Nolan Schanuel,LAA,11.200000000000001,17.0,0.112,0.285,0.25,0.343,0.362,0.315,105.0,-3.5,-0.1999999999999975,0.6999999999999997,87.0508005583368,3.746913580246914,,75.85866856586138,37.51230322078504,12.8500823723229,61.28500823723229,53.37726523887974,54.0,14.0,0
Alec Burleson,STL,5.8999999999999995,12.8,0.152,0.276,0.269,0.314,0.42,0.319,106.0,-3.0,1.1999999999999993,0.6999999999999997,91.54022607381035,3.6728395061728394,,74.06758035311394,30.470188980251514,21.176470588235293,71.59663865546219,78.65546218487395,31.0,27.0,0
Alex Verdugo,NYY,7.9,15.0,0.123,0.253,0.233,0.291,0.356,0.283,85.0,-2.5,-13.5,0.6000000000000001,69.89423483088663,3.8333333333333335,,76.74000554679648,30.11459116879303,12.560386473429952,71.4975845410628,58.93719806763285,42.0,20.0,0
Andrew McCutchen,PIT,11.3,25.8,0.179,0.283,0.232,0.328,0.411,0.325,106.0,-2.9,0.8000000000000007,0.5,93.72677931245725,3.1790123456790123,,63.96865627925456,49.30038206863234,23.300970873786408,76.89320388349515,58.25242718446602,6.0,23.0,0
Nick Castellanos,PHI,6.2,21.099999999999998,0.177,0.294,0.254,0.311,0.431,0.321,104.0,-3.8,-0.9000000000000004,0.20000000000000018,93.15040258936196,4.067901234567901,,61.58909856852695,38.37866283013028,20.94081942336874,72.83763277693475,78.30045523520485,52.0,22.0,0
Rhys Hoskins,MIL,10.299999999999999,28.799999999999997,0.205,0.25,0.214,0.303,0.419,0.313,101.0,-3.3,-2.5999999999999996,0.20000000000000018,87.97264695688476,3.191358024691358,,57.21856318961263,47.609547111410535,30.174081237911025,68.47195357833655,95.16441005802707,6.0,17.0,0
Josh Bell,2 Tms,8.5,19.900000000000002,0.156,0.286,0.249,0.319,0.405,0.317,101.0,-4.1,-3.0000000000000018,-0.10000000000000009,89.62043400546746,3.7222222222222223,,66.09591764645536,39.85458540497557,18.90547263681592,61.691542288557216,70.64676616915423,31.0,0.0,0
Andrew Vaughn,CHW,6.1,21.3,0.156,0.285,0.246,0.297,0.402,0.304,97.0,-2.5,-4.299999999999999,-0.10000000000000009,82.25612513434332,3.8209876543209877,,64.65762540227323,33.734226719527776,18.416801292407108,53.31179321486268,67.8513731825525,31.0,7.0,0
Andrew Benintendi,CHW,7.9,18.4,0.168,0.245,0.229,0.289,0.396,0.298,93.0,-1.9,-5.899999999999999,-0.10000000000000009,78.45327332550376,3.2222222222222223,,77.09596136835499,36.27509645926466,22.988505747126435,57.47126436781609,73.5632183908046,39.0,7.0,0
Adolis Garc穩a,TEX,7.1,27.800000000000004,0.176,0.273,0.224,0.284,0.4,0.296,94.0,-0.7,-5.399999999999999,-0.10000000000000009,77.85240838384433,3.932098765432099,,60.00990811154899,49.26134916206723,23.547880690737834,64.05023547880691,80.06279434850863,5.0,29.0,0
Ty France,2 Tms,7.1,21.3,0.132,0.277,0.234,0.305,0.365,0.296,93.0,-3.6,-7.800000000000001,-0.8000000000000003,76.20549954044647,3.302469135802469,,69.23200661483422,42.41162940120771,14.57943925233645,51.58878504672897,57.19626168224299,39.0,0.0,0
Christopher Morel,2 Tms,10.0,26.0,0.15,0.233,0.196,0.288,0.346,0.28,81.0,-2.2,-15.600000000000001,-1.0,66.69224796370652,3.771604938271605,,67.70982756270644,50.29545261994395,20.621931260229132,54.99181669394435,58.91980360065467,12.0,0.0,0
Bryan De La Cruz,2 Tms,4.7,27.3,0.151,0.289,0.233,0.271,0.384,0.283,78.0,-2.6,-18.8,-1.1,70.24058271152418,3.8395061728395063,,58.19470527630834,48.14257702331625,20.257234726688104,58.842443729903536,65.59485530546624,5.0,0.0,0
王威晨,中信兄弟,7.0,13.2,0.062,0.338,0.293,0.341,0.355,0.314,104.86079446380143,5.38139782994783,20.06077891669056,7.38741849046264,105.7,3.0833333333333335,9.0,79.4,25.1,4.7421493461431865,91.31829123641917,70.62739551803904,7.0,32.0,1
許基宏,中信兄弟,12.0,21.2,0.233,0.332,0.292,0.39,0.525,0.393,152.08191800487194,6.0597851315351345,50.26715323012545,6.8106956809215635,168.5,3.4166666666666665,74.0,59.5,42.0,25.281814309865776,104.20865084832488,78.62159800865484,45.0,32.0,1
江坤宇,中信兄弟,7.0,11.2,0.044999999999999984,0.305,0.272,0.357,0.317,0.312,104.76359265842427,4.16824751082251,19.296060579641573,5.688017410495851,100.1,3.7916666666666665,90.0,76.0,28.5,-1.7824695032166424,90.1573476442897,45.42553912915132,53.0,32.0,1
宋晟睿,中信兄弟,5.8,20.2,0.141,0.297,0.257,0.302,0.398,0.305,97.57653466209902,1.8869992063492071,16.61954639997012,5.314628985553428,105.5,3.7583333333333333,88.0,70.4,41.7,14.48018192956663,91.29715622669899,64.9041867604348,52.0,32.0,1
